,puma,wagp,agep,sex,serialno,pwgtp,st
645,00106,0000000,26,2,138091,00316,06
646,00106,0010400,30,1,1382443,00072,06
647,00106,0050000,27,2,1382443,00062,06
648,00106,,05,2,1383023,00170,06
649,00106,0009400,39,2,1383023,00134,06
650,00106,0060000,37,1,1383877,00081,06
651,00106,0000000,60,1,1383877,00064,06
652,00106,0000000,65,2,1383877,00062,06
653,00106,0003000,71,1,1386209,00117,06
654,00106,0044700,40,1,1386209,00082,06
655,00106,0055000,37,2,1386882,00095,06
656,00106,0002900,55,1,1387875,00070,06
657,00106,0023000,48,2,1387875,00062,06
658,00106,0000000,70,2,1388739,00044,06
659,00106,0083000,67,1,1389706,00077,06
660,00106,0040000,55,1,1389706,00151,06
661,00106,0026000,42,2,1391857,00075,06
662,00106,,11,1,1391857,00064,06
663,00106,0045000,42,1,1391857,00079,06
664,00106,0052000,62,2,139262,00063,06
665,00106,0026000,24,1,1393851,00037,06
666,00106,0032000,26,2,1393851,00051,06
667,00106,0070000,36,2,139857,00177,06
668,00106,0030000,34,2,139857,00409,06
669,00106,,14,1,1398775,00063,06
670,00106,,10,1,1398775,00063,06
671,00106,0000000,41,2,1398775,00058,06
672,00106,0000000,16,1,1398775,00051,06
673,00106,0007500,20,2,1398775,00079,06
674,00106,0036000,45,1,1398775,00055,06
675,00106,0100000,33,2,1405330,00076,06
676,00106,,00,1,1405330,00091,06
677,00106,,05,2,1405330,00075,06
678,00106,,08,2,1405330,00076,06
679,00106,0080000,33,1,1405330,00124,06
680,00106,,11,1,1406201,00073,06
681,00106,0090000,44,2,1406201,00058,06
682,00106,0000000,52,2,1406652,00171,06
683,00106,0040000,72,1,1410530,00093,06
684,00106,0000000,44,1,1410530,00225,06
685,00106,0000000,55,1,1411494,00102,06
686,00106,0100000,59,2,1411494,00080,06
687,00106,0000000,65,1,1411494,00083,06
688,00106,0010000,23,1,1411494,00086,06
689,00106,0050000,62,1,1412443,00071,06
690,00106,0000000,61,2,1412443,00082,06
691,00106,0000000,85,2,1414214,00113,06
692,00106,0000000,85,1,1414214,00119,06
693,00106,0070000,64,1,1414466,00045,06
694,00106,0070000,65,2,1414466,00045,06
695,00106,0000000,76,1,1420502,00052,06
696,00106,0000000,74,2,1420502,00048,06
697,00106,0000000,19,1,1422877,00058,06
698,00106,0137000,55,2,1422877,00044,06
699,00106,0006900,25,2,1422877,00068,06
700,00106,0040000,30,2,1424129,00070,06
701,00106,0060000,62,2,142500,00059,06
702,00106,0000000,86,2,1426929,00331,06
703,00106,0090000,48,1,1427173,00093,06
704,00106,0095000,43,2,1427173,00103,06
705,00106,,12,2,1427173,00085,06
706,00106,,10,1,1427173,00107,06
707,00106,0000000,35,2,1428434,00082,06
708,00106,0003600,36,1,1428434,00086,06
709,00106,0000000,15,1,1428434,00078,06
710,00106,,12,1,1428434,00071,06
711,00106,,06,1,1428434,00071,06
712,00106,,03,1,1428434,00065,06
713,00106,,01,2,1428434,00057,06
714,00106,0045000,72,1,1433947,00063,06
715,00106,0036000,55,2,1433947,00061,06
716,00106,0000000,39,1,1436762,00159,06
717,00106,0000000,76,1,1437494,00088,06
718,00106,0080000,60,2,1437518,00105,06
719,00106,0010000,64,1,1437518,00105,06
720,00106,0054000,28,1,1438202,00080,06
721,00106,0018000,27,2,1438202,00067,06
722,00106,0126000,51,1,1438653,00063,06
723,00106,0048400,34,2,1439188,00156,06
724,00106,0060000,53,2,1439188,00117,06
725,00106,0000000,69,1,1439188,00097,06
726,00106,0039000,29,2,1439188,00122,06
727,00106,0000000,81,1,1439601,00172,06
728,00106,,00,2,1439913,00164,06
729,00106,0000000,32,2,1439913,00203,06
730,00106,0019000,37,1,1439913,00177,06
731,00106,0060000,72,2,1441544,00068,06
732,00106,0000000,75,1,1441544,00105,06
733,00106,0000000,64,2,1441545,00039,06
734,00106,0000000,63,1,1441545,00039,06
735,00106,0015000,54,2,1442151,00051,06
736,00106,0061000,59,1,1445192,00042,06
737,00106,0005500,31,2,1445192,00082,06
738,00106,,07,1,1445192,00041,06
739,00106,0049200,60,2,1445192,00039,06
740,00106,,05,1,1446837,00059,06
741,00106,0002400,39,1,1446837,00062,06
742,00106,0060000,36,2,1446837,00054,06
743,00106,,02,1,1446837,00063,06
744,00106,0000000,73,2,1446855,00009,06
745,00106,0040000,55,1,1447036,00100,06
746,00106,0120000,30,1,1447166,00126,06
747,00106,0037000,48,1,1448219,00078,06
748,00106,0000000,15,2,1448219,00073,06
749,00106,0000000,46,2,1448219,00074,06
750,00106,0000000,38,2,1448575,00073,06
751,00106,,04,2,1448575,00082,06
752,00106,0000000,47,1,1448575,00077,06
753,00106,0000000,39,2,1450401,00114,06
754,00106,0120000,38,1,1450401,00111,06
755,00106,0000000,16,1,1450401,00098,06
756,00106,,01,1,1450401,00125,06
757,00106,0002800,21,1,1452055,00074,06
758,00106,0150000,55,2,1452055,00064,06
759,00106,0014000,25,2,1454027,00184,06
760,00106,,06,1,1454027,00231,06
761,00106,,02,2,1454027,00186,06
762,00106,0000000,15,1,1454027,00197,06
763,00106,0085000,64,1,1455568,00067,06
764,00106,0000000,78,2,146009,00015,06
765,00106,0046000,42,2,1460790,00093,06
766,00106,0000000,17,1,1460790,00061,06
767,00106,0120000,42,1,1461055,00116,06
768,00106,0000000,32,2,1468223,00091,06
769,00106,0000000,71,2,1468223,00087,06
770,00106,,04,1,1468223,00095,06
771,00106,0107000,38,1,1468223,00102,06
772,00106,0035000,20,1,1468223,00086,06
773,00106,0015100,65,2,1468328,00022,06
774,00106,0000000,69,2,1469114,00080,06
775,00106,0000000,44,2,1470217,00062,06
776,00106,,12,1,1470217,00073,06
777,00106,0054000,45,1,1470217,00071,06
778,00106,0000000,76,1,1470996,00164,06
779,00106,0000000,55,2,1470996,00102,06
780,00106,0000000,75,2,1471079,00047,06
781,00106,0000000,56,1,1471404,00073,06
782,00106,0000500,23,2,1471404,00160,06
783,00106,0085000,79,2,1471404,00132,06
784,00106,0077000,55,2,1471404,00095,06
785,00106,0000000,83,1,1472552,00037,06
786,00106,0010800,48,2,1472671,00074,06
787,00106,,11,1,1472671,00082,06
788,00106,0052000,57,1,1472671,00068,06
789,00106,,12,1,1472671,00082,06
790,00106,0000000,52,1,1473461,00135,06
791,00106,0050000,58,1,1477085,00082,06
792,00106,0040000,61,2,1477085,00083,06
793,00106,0000000,73,2,1479566,00106,06
794,00106,0100000,42,1,148071,00067,06
795,00106,0018000,30,2,148071,00067,06
796,00106,0000000,17,2,1480723,00186,06
797,00106,,08,1,1480723,00200,06
798,00106,0000000,70,2,1480723,00210,06
799,00106,0153000,40,2,1480723,00231,06
800,00106,0067000,50,1,1480723,00222,06
801,00106,0000000,15,2,1480723,00187,06
802,00106,0000000,65,2,1481414,00069,06
803,00106,0000000,68,1,1481414,00054,06
804,00106,0080000,66,2,1486574,00097,06
805,00106,0000000,69,1,1486574,00124,06
806,00106,0000000,60,2,1486928,00066,06
807,00106,0000000,55,2,1489103,00065,06
808,00106,0000000,62,1,1489103,00065,06
809,00106,0050000,36,1,1489603,00142,06
810,00106,0250000,57,1,1494372,00105,06
811,00106,0040000,45,2,1494372,00122,06
812,00106,0003500,18,1,1494372,00122,06
813,00106,0048000,32,1,1498853,00385,06
814,00106,,11,2,1499453,00234,06
815,00106,0036000,36,2,1499453,00168,06
816,00106,0005600,19,1,1499453,00256,06
817,00106,0000000,37,2,1499485,00042,06
818,00106,0116000,44,2,149985,00067,06
819,00106,0000000,16,1,149985,00059,06
820,00106,0200000,44,1,149985,00080,06
821,00106,0023000,45,2,1499869,00121,06
822,00106,0042000,49,2,1500319,00201,06
823,00106,0000000,18,2,1500319,00148,06
824,00106,0000000,21,1,1500319,00183,06
825,00106,0075000,50,1,1500319,00150,06
826,00106,0040000,49,2,1500319,00158,06
827,00106,0000000,44,2,1502527,00061,06
828,00106,0009600,22,1,1502527,00068,06
829,00106,,09,2,1502527,00073,06
830,00106,,11,2,1502527,00073,06
831,00106,0073000,41,1,1502527,00073,06
832,00106,0038000,58,2,150533,00055,06
833,00106,0068000,36,1,150533,00060,06
834,00106,0008000,27,2,150716,00138,06
835,00106,0100000,29,1,150716,00098,06
836,00106,0028000,57,2,1507304,00138,06
837,00106,,10,1,1508584,00083,06
838,00106,0002000,29,1,1508584,00054,06
839,00106,0012000,32,2,1508584,00091,06
840,00106,,05,1,1508584,00068,06
841,00106,,03,1,1508584,00112,06
842,00106,0028000,35,1,151075,00104,06
843,00106,0060000,30,1,151075,00087,06
844,00106,0004500,59,2,1512401,00230,06
845,00106,0028000,54,1,153495,00095,06
846,00106,0100000,53,1,153495,00190,06
847,00106,0000000,17,1,154104,00047,06
848,00106,0123000,68,1,154104,00037,06
849,00106,,13,1,154104,00042,06
850,00106,0134000,54,2,154104,00045,06
851,00106,0000000,20,1,154521,00270,06
852,00106,0045000,54,1,154521,00243,06
853,00106,0000000,86,2,156912,00093,06
854,00106,0000000,75,2,158739,00067,06
855,00106,0042000,58,2,159235,00064,06
856,00106,0055000,57,1,159235,00063,06
857,00106,0010000,25,2,159235,00090,06
858,00106,0080000,35,1,159251,00068,06
859,00106,,08,1,159251,00080,06
860,00106,,05,1,159251,00081,06
861,00106,0000000,70,2,159251,00082,06
862,00106,0180000,41,2,159251,00094,06
863,00106,0014000,27,1,159616,00181,06
864,00106,0000000,89,2,160021,00058,06
865,00106,0000000,17,2,161370,00021,06
866,00106,0100000,49,2,165704,00108,06
867,00106,0000800,18,1,165704,00085,06
868,00106,0090000,55,1,165704,00102,06
869,00106,0000000,60,1,166892,00099,06
870,00106,0000000,22,2,166892,00110,06
871,00106,0050000,57,2,166892,00100,06
872,00106,0110000,59,1,168055,00060,06
873,00106,0040000,52,1,168068,00052,06
874,00106,0110000,37,1,168240,00094,06
875,00106,0030000,62,2,168240,00090,06
876,00106,0075000,39,2,168240,00133,06
877,00106,,02,2,168240,00097,06
878,00106,0000000,94,2,169185,00008,06
879,00106,0000000,70,2,169566,00334,06
880,00106,0000000,66,2,170687,00071,06
881,00106,0000000,66,1,170687,00059,06
882,00106,0150000,57,2,170697,00061,06
883,00106,0087000,31,1,172989,00183,06
884,00106,,14,2,173604,00074,06
885,00106,0070000,57,1,173604,00071,06
886,00106,0053000,51,2,173604,00061,06
887,00106,0145000,68,2,174625,00037,06
888,00106,0000000,68,1,174625,00041,06
889,00106,,12,1,17489,00044,06
890,00106,0050000,41,2,17489,00037,06
891,00106,0000000,66,1,175821,00097,06
892,00106,0000000,66,2,175821,00093,06
893,00106,0000000,68,1,17679,00039,06
894,00106,0000000,42,2,179028,00042,06
895,00106,0000000,65,2,179035,00130,06
896,00106,0064000,47,2,179035,00115,06
897,00106,,01,1,179035,00105,06
898,00106,,03,2,179035,00132,06
899,00106,0210000,39,2,179035,00106,06
900,00106,0000000,59,2,17921,00113,06
901,00106,0050000,58,1,179374,00065,06
902,00106,,03,1,184211,00070,06
903,00106,0000000,32,2,184211,00060,06
904,00106,0009500,41,1,184211,00093,06
905,00106,0030000,25,1,187063,00130,06
906,00106,0000000,67,1,187426,00052,06
907,00106,0077000,51,2,187822,00336,06
908,00106,,12,2,187822,00385,06
909,00106,0000000,73,1,188371,00052,06
910,00106,0000000,73,2,188371,00064,06
911,00106,0050000,31,1,189721,00068,06
912,00106,0024000,32,2,189721,00067,06
913,00106,,09,1,192145,00219,06
914,00106,,00,1,192145,00243,06
915,00106,0028000,23,1,192145,00218,06
916,00106,0002000,29,2,192145,00236,06
917,00106,,11,1,192145,00219,06
918,00106,0012000,29,2,192145,00182,06
919,00106,0019200,36,1,192145,00229,06
920,00106,0000000,73,2,192687,00055,06
921,00106,0000000,57,2,193445,00104,06
922,00106,0000000,25,1,193445,00053,06
923,00106,0072000,35,1,193454,00061,06
924,00106,0119000,56,1,193552,00055,06
925,00106,0483000,54,2,193552,00045,06
926,00106,0000000,40,1,195890,00064,06
927,00106,0000800,20,1,199205,00068,06
928,00106,0096000,60,2,199205,00066,06
929,00106,0000000,62,1,199205,00070,06
930,00106,0060000,50,2,199495,00198,06
931,00106,0000000,56,2,199495,00084,06
932,00106,0000000,52,2,202024,00188,06
933,00106,0000000,44,2,20249,00069,06
934,00106,0000000,17,1,20249,00068,06
935,00106,0000000,21,1,20249,00124,06
936,00106,0044000,47,1,20249,00079,06
937,00106,0000000,67,1,202865,00021,06
938,00106,,09,1,207743,00083,06
939,00106,0000000,41,2,207743,00134,06
940,00106,0036000,37,1,207743,00070,06
941,00106,,12,1,207743,00084,06
942,00106,0000000,41,1,209839,00018,06
943,00106,0000000,59,1,21217,00069,06
944,00106,0000000,68,2,21307,00063,06
945,00106,0080000,71,1,21307,00052,06
946,00106,0045000,50,1,21355,00172,06
947,00106,,13,1,21355,00204,06
948,00106,0038000,53,1,219504,00186,06
949,00106,0040000,55,1,219807,00068,06
950,00106,0005000,48,1,219822,00128,06
951,00106,0000000,48,2,219822,00128,06
952,00106,,12,2,219822,00120,06
953,00106,,14,1,220165,00006,06
954,00106,0075000,35,1,220607,00208,06
955,00106,0006500,60,1,220725,00072,06
956,00106,0049500,25,2,220725,00122,06
957,00106,0003000,62,2,220725,00084,06
958,00106,0035000,28,2,220725,00123,06
959,00106,0038000,32,1,224491,00168,06
960,00106,0000000,60,1,225767,00007,06
961,00106,0007000,37,1,226621,00078,06
962,00106,0034000,35,2,226621,00075,06
963,00106,0024000,22,2,227968,00091,06
964,00106,,01,1,227968,00137,06
965,00106,0024300,24,1,227968,00086,06
966,00106,0100000,54,1,228097,00074,06
967,00106,0000000,49,2,228097,00086,06
968,00106,,13,1,228097,00073,06
969,00106,0000000,52,1,229250,00016,06
970,00106,0000000,15,2,229965,00060,06
971,00106,0000000,17,1,229965,00073,06
972,00106,0030000,37,1,229965,00074,06
973,00106,,04,2,229965,00051,06
974,00106,,02,2,229965,00053,06
975,00106,0030000,40,2,231183,00064,06
976,00106,0119000,42,1,231632,00125,06
977,00106,0000000,34,2,231632,00128,06
978,00106,,10,1,231632,00117,06
979,00106,,02,2,231632,00117,06
980,00106,,08,1,231632,00118,06
981,00106,,06,1,231632,00117,06
982,00106,,01,1,231665,00075,06
983,00106,0110000,35,2,231665,00060,06
984,00106,,07,2,231665,00073,06
985,00106,,03,1,231665,00074,06
986,00106,0000000,70,2,231665,00121,06
987,00106,0028000,43,1,233948,00122,06
988,00106,,05,2,234042,00109,06
989,00106,0050000,48,2,234042,00128,06
990,00106,0001500,16,2,234042,00140,06
991,00106,0000000,82,2,234827,00077,06
992,00106,0000000,82,1,234827,00071,06
993,00106,0000000,66,2,240077,00064,06
994,00106,0000000,17,2,245168,00036,06
995,00106,0040000,58,2,245168,00034,06
996,00106,0020000,55,2,245885,00135,06
997,00106,0015000,30,1,245885,00078,06
998,00106,0050000,29,1,246306,00046,06
999,00106,0024100,30,2,246306,00093,06
1000,00106,0015000,74,2,246561,00129,06
1001,00106,0030000,47,2,246561,00370,06
1002,00106,0000000,15,2,246561,00181,06
1003,00106,0000000,78,1,246561,00167,06
1004,00106,0019000,31,2,251185,00116,06
1005,00106,,01,2,251185,00133,06
1006,00106,,03,1,251185,00108,06
1007,00106,0175000,35,1,251185,00101,06
1008,00106,0060000,42,2,254625,00099,06
1009,00106,0100000,44,1,254625,00114,06
1010,00106,,08,2,254625,00117,06
1011,00106,,07,2,254625,00118,06
1012,00106,,10,2,254835,00087,06
1013,00106,,12,1,254835,00078,06
1014,00106,0063000,40,1,254835,00065,06
1015,00106,,07,2,255423,00072,06
1016,00106,0018000,27,2,255423,00050,06
1017,00106,0032000,31,1,255423,00074,06
1018,00106,0000000,58,1,255711,00131,06
1019,00106,0000000,58,2,255711,00130,06
1020,00106,0000000,79,2,257386,00049,06
1021,00106,0045000,37,2,258451,00132,06
1022,00106,,04,2,258451,00137,06
1023,00106,0032000,27,1,258451,00152,06
1024,00106,0000000,39,1,260611,00069,06
1025,00106,0035000,49,1,262238,00079,06
1026,00106,0048000,63,2,263551,00129,06
1027,00106,0006900,34,1,264445,00071,06
1028,00106,0000000,30,2,264445,00136,06
1029,00106,0030000,54,1,266750,00044,06
1030,00106,0053000,57,2,266750,00034,06
1031,00106,,13,2,266750,00041,06
1032,00106,,14,1,267340,00087,06
1033,00106,,09,1,267340,00089,06
1034,00106,0103000,44,1,267340,00091,06
1035,00106,0040000,43,2,267340,00075,06
1036,00106,0018000,20,1,267340,00088,06
1037,00106,0000000,37,1,268783,00068,06
1038,00106,0046000,29,2,268783,00064,06
1039,00106,0013000,21,1,269424,00184,06
1040,00106,0085000,64,1,269424,00118,06
1041,00106,0000000,47,2,269424,00116,06
1042,00106,0013000,19,1,269424,00170,06
1043,00106,0000000,15,1,269491,00022,06
1044,00106,0000000,64,1,271251,00083,06
1045,00106,0100000,61,2,271251,00077,06
1046,00106,0000000,39,1,272077,00123,06
1047,00106,0000000,16,2,272077,00137,06
1048,00106,0000000,80,2,273116,00084,06
1049,00106,0000000,86,2,27462,00064,06
1050,00106,,09,1,27675,00084,06
1051,00106,0060000,45,1,27675,00081,06
1052,00106,0064000,44,2,27675,00071,06
1053,00106,,13,2,27675,00094,06
1054,00106,0000000,52,1,280537,00044,06
1055,00106,0000000,77,2,28055,00063,06
1056,00106,0008000,22,2,280949,00074,06
1057,00106,0063000,23,1,280949,00070,06
1058,00106,0082000,54,1,280949,00073,06
1059,00106,0028400,51,2,280949,00080,06
1060,00106,0110000,56,1,280949,00082,06
1061,00106,0010000,20,2,280949,00074,06
1062,00106,0000000,16,1,283546,00027,06
1063,00106,0079000,59,1,284838,00325,06
1064,00106,,03,2,28508,00057,06
1065,00106,0007000,63,1,28508,00091,06
1066,00106,,02,1,28508,00055,06
1067,00106,0000000,37,2,28508,00040,06
1068,00106,0080000,37,1,28508,00054,06
1069,00106,0000000,53,2,285106,00040,06
1070,00106,0000000,69,1,285587,00159,06
1071,00106,0002000,18,1,285587,00172,06
1072,00106,0000000,63,2,285587,00206,06
1073,00106,0000000,65,2,285910,00038,06
1074,00106,0080000,70,1,285910,00042,06
1075,00106,0000000,71,1,287481,00054,06
1076,00106,0000000,79,2,287687,00053,06
1077,00106,,14,1,288012,00005,06
1078,00106,0040000,25,2,28809,00047,06
1079,00106,0031100,24,2,28809,00082,06
1080,00106,0007000,58,2,288260,00070,06
1081,00106,0046800,56,2,288731,00062,06
1082,00106,0010700,19,1,288731,00071,06
1083,00106,0045500,44,1,288731,00079,06
1084,00106,0000000,16,1,289566,00171,06
1085,00106,0000000,47,1,289566,00166,06
1086,00106,0039000,64,1,290115,00075,06
1087,00106,0039000,60,2,290115,00074,06
1088,00106,0000000,73,2,290803,00041,06
1089,00106,0001700,18,2,290803,00070,06
1090,00106,,11,2,291508,00149,06
1091,00106,0034000,61,1,291508,00109,06
1092,00106,0050000,39,2,291508,00116,06
1093,00106,0038900,18,1,293403,00059,06
1094,00106,0008000,58,1,293403,00068,06
1095,00106,0041600,58,2,297138,00280,06
1096,00106,0000000,51,1,297138,00299,06
1097,00106,0000000,82,1,297138,00233,06
1098,00106,0056000,35,1,299432,00053,06
1099,00106,0045000,30,2,299432,00081,06
1100,00106,0045000,29,2,299432,00066,06
1101,00106,0000000,25,2,299997,00035,06
1102,00106,,00,2,30055,00063,06
1103,00106,0110000,35,1,30055,00093,06
1104,00106,0017000,32,2,30055,00062,06
1105,00106,0000000,94,2,301830,00023,06
1106,00106,0038000,48,2,302507,00153,06
1107,00106,0000000,21,2,302507,00200,06
1108,00106,0000000,17,1,302507,00133,06
1109,00106,,14,2,302507,00174,06
1110,00106,,11,2,302507,00172,06
1111,00106,0000000,65,1,302507,00125,06
1112,00106,0000000,68,2,303947,00042,06
1113,00106,0100000,62,2,30519,00109,06
1114,00106,0025000,61,1,30519,00113,06
1115,00106,0000000,60,1,306502,00097,06
1116,00106,0012000,23,2,307785,00145,06
1117,00106,0050000,23,1,307785,00117,06
1118,00106,0002400,33,2,308589,00218,06
1119,00106,,12,1,308589,00208,06
1120,00106,,04,1,308589,00278,06
1121,00106,,06,1,308589,00208,06
1122,00106,0000000,70,1,30944,00085,06
1123,00106,0000000,66,2,30944,00066,06
1124,00106,0023000,45,1,30944,00118,06
1125,00106,0000000,22,1,310102,00119,06
1126,00106,0000000,58,2,310102,00114,06
1127,00106,0000000,64,1,310102,00120,06
1128,00106,0048000,55,1,310977,00088,06
1129,00106,0002900,58,2,310977,00087,06
1130,00106,0130000,43,1,31133,00064,06
1131,00106,0000000,73,1,315057,00051,06
1132,00106,0000000,66,2,315057,00061,06
1133,00106,0110000,54,1,319367,00106,06
1134,00106,0000000,78,1,319367,00161,06
1135,00106,0000000,73,1,319687,00085,06
1136,00106,0020200,27,2,320340,00025,06
1137,00106,0175000,58,2,320424,00052,06
1138,00106,0000000,71,1,320424,00056,06
1139,00106,0000000,24,2,321069,00061,06
1140,00106,0030700,23,1,321069,00035,06
1141,00106,,01,1,321069,00113,06
1142,00106,0042000,37,2,321138,00055,06
1143,00106,,04,2,321138,00062,06
1144,00106,,05,1,321138,00064,06
1145,00106,0000000,18,2,322013,00170,06
1146,00106,0003500,43,1,322013,00240,06
1147,00106,0035000,43,2,322013,00171,06
1148,00106,0090000,54,2,32379,00128,06
1149,00106,0001500,58,1,32379,00103,06
1150,00106,0050000,62,2,324485,00058,06
1151,00106,0000000,79,1,324674,00089,06
1152,00106,0033600,47,1,327564,00141,06
1153,00106,0003900,42,2,327564,00123,06
1154,00106,0008000,24,2,327564,00156,06
1155,00106,0057000,58,2,327599,00103,06
1156,00106,0000000,70,1,328587,00090,06
1157,00106,0000000,61,1,328705,00146,06
1158,00106,0012000,24,2,328705,00198,06
1159,00106,0048900,56,2,328705,00132,06
1160,00106,0051000,61,1,329316,00066,06
1161,00106,,02,2,329820,00184,06
1162,00106,0000000,28,2,329820,00193,06
1163,00106,0060000,29,1,329820,00246,06
1164,00106,0004000,69,1,330102,00092,06
1165,00106,0000000,65,2,330102,00112,06
1166,00106,0070000,64,1,33215,00181,06
1167,00106,0070000,51,2,33215,00298,06
1168,00106,0045000,25,1,33215,00215,06
1169,00106,0085000,35,1,332994,00070,06
1170,00106,0045000,28,2,332994,00067,06
1171,00106,0000000,18,2,334070,00061,06
1172,00106,0072000,51,1,334070,00069,06
1173,00106,0000000,49,2,334070,00089,06
1174,00106,0000000,75,1,334070,00095,06
1175,00106,0000000,70,2,334070,00095,06
1176,00106,,12,2,334232,00076,06
1177,00106,0030000,35,2,334232,00065,06
1178,00106,0040000,37,1,334232,00073,06
1179,00106,0007000,51,2,334278,00061,06
1180,00106,0015500,54,2,335319,00106,06
1181,00106,0131000,56,1,335319,00073,06
1182,00106,0000000,76,2,335717,00081,06
1183,00106,0000000,81,1,335717,00075,06
1184,00106,0000000,78,1,338334,00071,06
1185,00106,0000000,74,2,338334,00071,06
1186,00106,0055000,31,2,339826,00085,06
1187,00106,,05,1,339826,00081,06
1188,00106,,01,1,339826,00080,06
1189,00106,0000000,34,1,339826,00140,06
1190,00106,,09,1,339826,00072,06
1191,00106,0000000,57,2,339826,00059,06
1192,00106,0000000,57,1,339826,00059,06
1193,00106,0000000,87,2,339957,00013,06
1194,00106,,10,2,340263,00059,06
1195,00106,0000000,16,1,340263,00055,06
1196,00106,0000000,39,2,340263,00063,06
1197,00106,0166000,45,1,340263,00042,06
1198,00106,0062000,35,1,341565,00069,06
1199,00106,0038000,33,1,341565,00145,06
1200,00106,,08,2,343357,00068,06
1201,00106,0037000,31,2,343357,00068,06
1202,00106,0042000,32,1,343357,00071,06
1203,00106,,05,2,343357,00070,06
1204,00106,0051000,51,2,346491,00062,06
1205,00106,0000000,53,1,346491,00072,06
1206,00106,,05,1,346937,00071,06
1207,00106,0049500,34,1,346937,00072,06
1208,00106,0098000,35,2,347434,00090,06
1209,00106,0058000,40,2,347434,00093,06
1210,00106,0000000,65,2,347434,00089,06
1211,00106,0058000,29,1,350792,00137,06
1212,00106,0000000,74,1,350977,00102,06
1213,00106,0000000,81,2,350977,00089,06
1214,00106,0000700,57,2,352548,00065,06
1215,00106,0035000,27,1,352548,00075,06
1216,00106,0060000,54,1,352548,00078,06
1217,00106,0100000,45,1,352792,00061,06
1218,00106,0060000,37,2,352792,00059,06
1219,00106,0012000,47,2,354801,00076,06
1220,00106,0000000,45,1,354801,00068,06
1221,00106,,12,2,354801,00068,06
1222,00106,0084000,60,1,355347,00081,06
1223,00106,0132000,64,2,355347,00062,06
1224,00106,0050000,29,2,355347,00129,06
1225,00106,0060000,56,2,35583,00101,06
1226,00106,,10,2,356062,00076,06
1227,00106,0005500,43,2,356062,00064,06
1228,00106,0145000,48,1,356062,00061,06
1229,00106,0006000,29,2,358083,00070,06
1230,00106,0015000,31,1,358083,00105,06
1231,00106,0000000,65,1,358279,00145,06
1232,00106,0015000,40,2,358701,00181,06
1233,00106,0126000,48,1,358701,00165,06
1234,00106,0032000,52,2,364324,00090,06
1235,00106,0000000,23,2,364324,00136,06
1236,00106,0015000,58,2,367273,00043,06
1237,00106,0025000,56,1,367273,00045,06
1238,00106,0000000,24,1,368237,00254,06
1239,00106,0000000,58,2,368237,00189,06
1240,00106,0057000,28,1,36856,00078,06
1241,00106,0060000,39,2,369084,00063,06
1242,00106,0070000,48,1,369084,00057,06
1243,00106,0017000,58,2,373745,00087,06
1244,00106,0025000,43,2,376331,00039,06
1245,00106,0105000,43,1,376331,00045,06
1246,00106,0000000,15,2,376331,00031,06
1247,00106,,11,2,376331,00045,06
1248,00106,,07,2,376331,00047,06
1249,00106,0050000,48,1,376584,00138,06
1250,00106,0025000,44,2,376584,00152,06
1251,00106,0000000,15,1,376584,00135,06
1252,00106,,14,1,376584,00163,06
1253,00106,0000000,17,2,377866,00071,06
1254,00106,0150000,58,2,377866,00062,06
1255,00106,0000000,59,1,377866,00067,06
1256,00106,0032000,45,2,378326,00089,06
1257,00106,0000000,20,1,378326,00186,06
1258,00106,0059000,57,2,378619,00069,06
1259,00106,0052000,60,1,378619,00074,06
1260,00106,0036000,66,2,379332,00040,06
1261,00106,0063000,66,1,379332,00041,06
1262,00106,0076000,65,2,380564,00068,06
1263,00106,0035000,65,1,380564,00075,06
1264,00106,0017000,73,2,380564,00089,06
1265,00106,0150000,40,2,381266,00056,06
1266,00106,0000000,15,2,381266,00062,06
1267,00106,0003000,20,2,381266,00058,06
1268,00106,0070000,54,2,382254,00056,06
1269,00106,0000000,50,1,382616,00244,06
1270,00106,,10,1,382616,00326,06
1271,00106,0000000,60,1,38307,00016,06
1272,00106,0000000,26,1,38347,00115,06
1273,00106,0000000,26,1,38347,00117,06
1274,00106,0045000,25,1,38347,00086,06
1275,00106,0031000,49,1,388473,00053,06
1276,00106,0056000,37,2,388473,00058,06
1277,00106,,03,2,388473,00060,06
1278,00106,,07,1,388473,00063,06
1279,00106,0000000,16,2,391102,00117,06
1280,00106,0004000,21,2,391102,00186,06
1281,00106,0050000,39,2,391102,00111,06
1282,00106,0050000,39,1,391102,00102,06
1283,00106,0110000,53,2,392326,00127,06
1284,00106,0000000,72,1,392326,00104,06
1285,00106,0132000,66,1,394750,00097,06
1286,00106,0000000,57,2,394750,00124,06
1287,00106,0000000,26,1,394750,00298,06
1288,00106,0000000,31,1,39506,00074,06
1289,00106,0046000,30,1,395572,00083,06
1290,00106,0010000,64,1,395572,00037,06
1291,00106,0000000,61,2,395572,00037,06
1292,00106,0042000,31,2,395685,00074,06
1293,00106,,02,2,395685,00075,06
1294,00106,,07,2,395685,00064,06
1295,00106,0067000,35,1,395685,00056,06
1296,00106,,00,1,396639,00204,06
1297,00106,,03,1,396639,00203,06
1298,00106,,09,2,396639,00168,06
1299,00106,0000000,31,2,396639,00195,06
1300,00106,0030000,35,1,396639,00190,06
1301,00106,,12,2,396639,00167,06
1302,00106,0095000,30,1,397985,00121,06
